,protein_id,namespace,phage_id,description,isPhage,struc_cluster_id,struc_cluster_size
2310,QXV84355.1,molecular_function,MZ501103,Sir2-like protein,True,3976,11
5211,NP_417665.1,molecular_function,NC_000913.3,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,False,3976,11
1198,QXV85779.1,biological_process,MZ501112,GTP cyclohydrolase 1,True,4025,8
1200,QXV85457.1,biological_process,MZ501110,GTP cyclohydrolase 1,True,4025,8
1201,QXV84500.1,biological_process,MZ501104,GTP cyclohydrolase 1,True,4025,8
1202,QXV79553.1,biological_process,MZ501071,GTP cyclohydrolase 1,True,4025,8
1203,QXV77140.1,biological_process,MZ501057,GTP cyclohydrolase 1,True,4025,8
1204,QXV79292.1,biological_process,MZ501068,GTP cyclohydrolase 1,True,4025,8
1197,NP_416658.1,biological_process,NC_000913.3,GTP cyclohydrolase 1,False,4025,8
1199,QXV82382.1,biological_process,MZ501091,GTP cyclohydrolase 1,True,4025,8
7931,QXV85779.1,biological_process,MZ501112,GTP cyclohydrolase 1,True,4025,8
7936,QXV77140.1,biological_process,MZ501057,GTP cyclohydrolase 1,True,4025,8
7930,NP_416658.1,biological_process,NC_000913.3,GTP cyclohydrolase 1,False,4025,8
7932,QXV82382.1,biological_process,MZ501091,GTP cyclohydrolase 1,True,4025,8
7933,QXV85457.1,biological_process,MZ501110,GTP cyclohydrolase 1,True,4025,8
7934,QXV84500.1,biological_process,MZ501104,GTP cyclohydrolase 1,True,4025,8
7937,QXV79292.1,biological_process,MZ501068,GTP cyclohydrolase 1,True,4025,8
7935,QXV79553.1,biological_process,MZ501071,GTP cyclohydrolase 1,True,4025,8
5997,NP_416569.1,biological_process,NC_000913.3,dCTP deaminase,False,4210,25
5999,XPK43308.1,biological_process,PQ850628,dCTP deaminase,True,4210,25
6000,XPK40218.1,biological_process,PQ850593,dCTP deaminase,True,4210,25
5998,XPK40328.1,biological_process,PQ850594,dCTP deaminase,True,4210,25
6001,XPK41602.1,biological_process,PQ850610,dCTP deaminase,True,4210,25
6002,XPK43103.1,biological_process,PQ850626,dCTP deaminase,True,4210,25
6003,XPK41890.1,biological_process,PQ850613,dCTP deaminase,True,4210,25
6004,YP_950504.1,biological_process,NC_008720.1,dCTP deaminase,True,4210,25
6005,XPK42012.1,biological_process,PQ850614,dCTP deaminase,True,4210,25
6006,XPK42843.1,biological_process,PQ850623,dCTP deaminase,True,4210,25
6007,XPK42724.1,biological_process,PQ850622,dCTP deaminase,True,4210,25
5996,XPK42280.1,biological_process,PQ850617,dCTP deaminase,True,4210,25
5995,QXV75822.1,biological_process,MZ501049,dCTP deaminase,True,4210,25
4853,QXV80206.1,biological_process,MZ501075,dUTP pyrophosphatase,True,4210,25
4865,QXV84580.1,biological_process,MZ501105,dUTP pyrophosphatase,True,4210,25
4857,QXV85264.1,biological_process,MZ501109,dUTP pyrophosphatase,True,4210,25
4858,YP_006959.1,biological_process,NC_005859.1,dUTPase,True,4210,25
4859,QXV79630.1,biological_process,MZ501072,dUTP pyrophosphatase,True,4210,25
4861,QXV85093.1,biological_process,MZ501108,dUTP pyrophosphatase,True,4210,25
4862,QXV80377.1,biological_process,MZ501076,dUTP pyrophosphatase,True,4210,25
4863,NP_418097.2,biological_process,NC_000913.3,dUTP diphosphatase,False,4210,25
4856,XPK41735.1,biological_process,PQ850612,dUTPase,True,4210,25
4866,QXV80036.1,biological_process,MZ501074,dUTP pyrophosphatase,True,4210,25
4867,QXV77229.1,biological_process,MZ501058,dUTP pyrophosphatase,True,4210,25
4870,QXV84329.1,biological_process,MZ501103,dUTP pyrophosphatase,True,4210,25
10089,NP_049662.1,molecular_function,NC_000866.4,DNA polymerase,True,4211,29
789,QXV84589.1,biological_process,MZ501105,DNA polymerase,True,4211,29
10082,QXV85274.1,molecular_function,MZ501109,DNA polymerase,True,4211,29
10077,AYD82644.1,molecular_function,MH751506.1,DNA polymerase,True,4211,29
10092,YP_950517.1,molecular_function,NC_008720.1,DNA polymerase,True,4211,29
10066,AXN58087.1,molecular_function,MH550421.1,DNA polymerase,True,4211,29
10072,QXV84899.1,molecular_function,MZ501106,DNA polymerase,True,4211,29
1955,QXV85274.1,biological_process,MZ501109,DNA polymerase,True,4211,29
10068,QXV76372.1,molecular_function,MZ501052,DNA polymerase,True,4211,29
10051,QXV75807.1,molecular_function,MZ501049,DNA polymerase,True,4211,29
10093,QXV85103.1,molecular_function,MZ501108,DNA polymerase,True,4211,29
8146,QXV80215.1,biological_process,MZ501075,DNA polymerase,True,4211,29
10100,QXV79640.1,molecular_function,MZ501072,DNA polymerase,True,4211,29
1965,YP_950517.1,biological_process,NC_008720.1,DNA polymerase,True,4211,29
1966,QXV85103.1,biological_process,MZ501108,DNA polymerase,True,4211,29
1967,QXV80215.1,biological_process,MZ501075,DNA polymerase,True,4211,29
1969,QXV79640.1,biological_process,MZ501072,DNA polymerase,True,4211,29
798,QXV77238.1,biological_process,MZ501058,DNA polymerase,True,4211,29
2137,QXV84589.1,biological_process,MZ501105,DNA polymerase,True,4211,29
2138,QXV77238.1,biological_process,MZ501058,DNA polymerase,True,4211,29
2139,QXV80047.1,biological_process,MZ501074,DNA polymerase,True,4211,29
2141,QXV80387.1,biological_process,MZ501076,DNA polymerase,True,4211,29
10094,QXV80215.1,molecular_function,MZ501075,DNA polymerase,True,4211,29
10049,QXV85997.1,molecular_function,MZ501113,DNA polymerase,True,4211,29
10038,QXV78600.1,molecular_function,MZ501065,DNA polymerase,True,4211,29
801,QXV80387.1,biological_process,MZ501076,DNA polymerase,True,4211,29
9970,QXV76012.1,molecular_function,MZ501050,DNA polymerase,True,4211,29
9969,QXV79151.1,molecular_function,MZ501067,DNA polymerase,True,4211,29
9968,QXV75436.1,molecular_function,MZ501046,DNA polymerase,True,4211,29
9967,QXV78872.1,molecular_function,MZ501066,DNA polymerase,True,4211,29
8147,QXV79640.1,biological_process,MZ501072,DNA polymerase,True,4211,29
9963,QXV77238.1,molecular_function,MZ501058,DNA polymerase,True,4211,29
9956,QXV84589.1,molecular_function,MZ501105,DNA polymerase,True,4211,29
9721,NP_049662.1,biological_process,NC_000866.4,DNA polymerase,True,4211,29
9720,AYD82644.1,biological_process,MH751506.1,DNA polymerase,True,4211,29
9719,QXV84899.1,biological_process,MZ501106,DNA polymerase,True,4211,29
9718,QXV76372.1,biological_process,MZ501052,DNA polymerase,True,4211,29
9717,AXN58087.1,biological_process,MH550421.1,DNA polymerase,True,4211,29
9716,QXV85997.1,biological_process,MZ501113,DNA polymerase,True,4211,29
9715,QXV78600.1,biological_process,MZ501065,DNA polymerase,True,4211,29
9714,QXV83525.1,biological_process,MZ501098,DNA polymerase,True,4211,29
9713,QXV82141.1,biological_process,MZ501089,DNA polymerase,True,4211,29
9712,QXV75159.1,biological_process,MZ501047,DNA polymerase,True,4211,29
9711,QXV76993.1,biological_process,MZ501056,DNA polymerase,True,4211,29
9710,QXV83190.1,biological_process,MZ501096,DNA polymerase,True,4211,29
9709,QXV76012.1,biological_process,MZ501050,DNA polymerase,True,4211,29
9708,QXV79151.1,biological_process,MZ501067,DNA polymerase,True,4211,29
9971,QXV83190.1,molecular_function,MZ501096,DNA polymerase,True,4211,29
9972,QXV80047.1,molecular_function,MZ501074,DNA polymerase,True,4211,29
9977,QXV80387.1,molecular_function,MZ501076,DNA polymerase,True,4211,29
9982,NP_414602.1,molecular_function,NC_000913.3,DNA polymerase II,False,4211,29
10044,YP_006950.1,molecular_function,NC_005859.1,DNA polymerase,True,4211,29
2148,YP_006950.1,biological_process,NC_005859.1,DNA polymerase,True,4211,29
10037,QXV83525.1,molecular_function,MZ501098,DNA polymerase,True,4211,29
808,XPK42824.1,biological_process,PQ850623,DNA polymerase,True,4211,29
818,YP_006950.1,biological_process,NC_005859.1,DNA polymerase,True,4211,29
820,QXV75807.1,biological_process,MZ501049,DNA polymerase,True,4211,29
833,QXV85274.1,biological_process,MZ501109,DNA polymerase,True,4211,29
846,YP_950517.1,biological_process,NC_008720.1,DNA polymerase,True,4211,29
847,QXV85103.1,biological_process,MZ501108,DNA polymerase,True,4211,29
848,QXV80215.1,biological_process,MZ501075,DNA polymerase,True,4211,29
799,QXV80047.1,biological_process,MZ501074,DNA polymerase,True,4211,29
1945,QXV75807.1,biological_process,MZ501049,DNA polymerase,True,4211,29
1935,XPK42824.1,biological_process,PQ850623,DNA polymerase,True,4211,29
10016,QXV82141.1,molecular_function,MZ501089,DNA polymerase,True,4211,29
1931,QXV80387.1,biological_process,MZ501076,DNA polymerase,True,4211,29
10012,QXV75159.1,molecular_function,MZ501047,DNA polymerase,True,4211,29
1929,QXV80047.1,biological_process,MZ501074,DNA polymerase,True,4211,29
1928,QXV77238.1,biological_process,MZ501058,DNA polymerase,True,4211,29
851,QXV79640.1,biological_process,MZ501072,DNA polymerase,True,4211,29
1921,QXV84589.1,biological_process,MZ501105,DNA polymerase,True,4211,29
9998,XPK42824.1,molecular_function,PQ850623,DNA polymerase,True,4211,29
9995,QXV76993.1,molecular_function,MZ501056,DNA polymerase,True,4211,29
1943,YP_006950.1,biological_process,NC_005859.1,DNA polymerase,True,4211,29
9707,QXV75436.1,biological_process,MZ501046,DNA polymerase,True,4211,29
9706,QXV78872.1,biological_process,MZ501066,DNA polymerase,True,4211,29
4168,NP_414602.1,molecular_function,NC_000913.3,DNA polymerase II,False,4211,29
7756,QXV79151.1,molecular_function,MZ501067,DNA polymerase,True,4211,29
7755,QXV75436.1,molecular_function,MZ501046,DNA polymerase,True,4211,29
7754,QXV78872.1,molecular_function,MZ501066,DNA polymerase,True,4211,29
4093,QXV76993.1,molecular_function,MZ501056,DNA polymerase,True,4211,29
4094,QXV75159.1,molecular_function,MZ501047,DNA polymerase,True,4211,29
4095,QXV82141.1,molecular_function,MZ501089,DNA polymerase,True,4211,29
4179,NP_049662.1,molecular_function,NC_000866.4,DNA polymerase,True,4211,29
4178,AYD82644.1,molecular_function,MH751506.1,DNA polymerase,True,4211,29
4177,QXV84899.1,molecular_function,MZ501106,DNA polymerase,True,4211,29
4176,QXV76372.1,molecular_function,MZ501052,DNA polymerase,True,4211,29
4175,AXN58087.1,molecular_function,MH550421.1,DNA polymerase,True,4211,29
4174,QXV85997.1,molecular_function,MZ501113,DNA polymerase,True,4211,29
4173,QXV78600.1,molecular_function,MZ501065,DNA polymerase,True,4211,29
4172,QXV83525.1,molecular_function,MZ501098,DNA polymerase,True,4211,29
4171,QXV82141.1,molecular_function,MZ501089,DNA polymerase,True,4211,29
4170,QXV75159.1,molecular_function,MZ501047,DNA polymerase,True,4211,29
4169,QXV76993.1,molecular_function,MZ501056,DNA polymerase,True,4211,29
2154,QXV85274.1,biological_process,MZ501109,DNA polymerase,True,4211,29
4167,QXV83190.1,molecular_function,MZ501096,DNA polymerase,True,4211,29
4166,QXV76012.1,molecular_function,MZ501050,DNA polymerase,True,4211,29
4165,QXV79151.1,molecular_function,MZ501067,DNA polymerase,True,4211,29
4164,QXV75436.1,molecular_function,MZ501046,DNA polymerase,True,4211,29
4163,QXV78872.1,molecular_function,MZ501066,DNA polymerase,True,4211,29
4103,NP_049662.1,molecular_function,NC_000866.4,DNA polymerase,True,4211,29
4102,AYD82644.1,molecular_function,MH751506.1,DNA polymerase,True,4211,29
4101,QXV84899.1,molecular_function,MZ501106,DNA polymerase,True,4211,29
4100,QXV76372.1,molecular_function,MZ501052,DNA polymerase,True,4211,29
4099,AXN58087.1,molecular_function,MH550421.1,DNA polymerase,True,4211,29
4098,QXV85997.1,molecular_function,MZ501113,DNA polymerase,True,4211,29
7757,QXV76012.1,molecular_function,MZ501050,DNA polymerase,True,4211,29
4097,QXV78600.1,molecular_function,MZ501065,DNA polymerase,True,4211,29
7758,QXV83190.1,molecular_function,MZ501096,DNA polymerase,True,4211,29
4092,NP_414602.1,molecular_function,NC_000913.3,DNA polymerase II,False,4211,29
8145,QXV85103.1,biological_process,MZ501108,DNA polymerase,True,4211,29
8142,QXV85274.1,biological_process,MZ501109,DNA polymerase,True,4211,29
8137,YP_006950.1,biological_process,NC_005859.1,DNA polymerase,True,4211,29
8134,QXV80387.1,biological_process,MZ501076,DNA polymerase,True,4211,29
2155,QXV85103.1,biological_process,MZ501108,DNA polymerase,True,4211,29
8132,QXV80047.1,biological_process,MZ501074,DNA polymerase,True,4211,29
8131,QXV77238.1,biological_process,MZ501058,DNA polymerase,True,4211,29
8129,QXV84589.1,biological_process,MZ501105,DNA polymerase,True,4211,29
4087,QXV78872.1,molecular_function,MZ501066,DNA polymerase,True,4211,29
2156,QXV80215.1,biological_process,MZ501075,DNA polymerase,True,4211,29
4088,QXV75436.1,molecular_function,MZ501046,DNA polymerase,True,4211,29
4089,QXV79151.1,molecular_function,MZ501067,DNA polymerase,True,4211,29
4090,QXV76012.1,molecular_function,MZ501050,DNA polymerase,True,4211,29
7770,NP_049662.1,molecular_function,NC_000866.4,DNA polymerase,True,4211,29
7769,AYD82644.1,molecular_function,MH751506.1,DNA polymerase,True,4211,29
2157,QXV79640.1,biological_process,MZ501072,DNA polymerase,True,4211,29
7768,QXV84899.1,molecular_function,MZ501106,DNA polymerase,True,4211,29
4091,QXV83190.1,molecular_function,MZ501096,DNA polymerase,True,4211,29
7759,NP_414602.1,molecular_function,NC_000913.3,DNA polymerase II,False,4211,29
7761,QXV75159.1,molecular_function,MZ501047,DNA polymerase,True,4211,29
7762,QXV82141.1,molecular_function,MZ501089,DNA polymerase,True,4211,29
7760,QXV76993.1,molecular_function,MZ501056,DNA polymerase,True,4211,29
7764,QXV78600.1,molecular_function,MZ501065,DNA polymerase,True,4211,29
7765,QXV85997.1,molecular_function,MZ501113,DNA polymerase,True,4211,29
7766,AXN58087.1,molecular_function,MH550421.1,DNA polymerase,True,4211,29
7767,QXV76372.1,molecular_function,MZ501052,DNA polymerase,True,4211,29
7763,QXV83525.1,molecular_function,MZ501098,DNA polymerase,True,4211,29
4096,QXV83525.1,molecular_function,MZ501098,DNA polymerase,True,4211,29
1143,QXV85307.1,biological_process,MZ501109,hypothetical protein,True,4218,4
1142,QXV80419.1,biological_process,MZ501076,hypothetical protein,True,4218,4
1141,QXV84621.1,biological_process,MZ501105,hypothetical protein,True,4218,4
1140,NP_418367.1,biological_process,NC_000913.3,peptidase component of the HslVU protease,False,4218,4
8661,NP_418367.1,biological_process,NC_000913.3,peptidase component of the HslVU protease,False,4218,4
5449,XPK40748.1,molecular_function,PQ850599,putative prophage repressor protein,True,4622,8
4203,NP_418467.1,biological_process,NC_000913.3,DNA-binding transcriptional repressor LexA,False,4622,8
5471,XPK41255.1,molecular_function,PQ850606,CI-like repressor,True,4622,8
5479,NP_415951.1,molecular_function,NC_000913.3,DNA-binding transcriptional dual regulator SutR,False,4622,8
5484,NP_415815.1,molecular_function,NC_000913.3,DNA-binding transcriptional repressor PuuR,False,4622,8
5485,YP_007112583.1,molecular_function,NC_019723,helix-turn-helix domain-containing protein,True,4622,8
4201,NP_418467.1,biological_process,NC_000913.3,DNA-binding transcriptional repressor LexA,False,4622,8
5436,NP_040628.1,molecular_function,NC_001416,LexA family transcriptional regulator,True,4622,8
4204,NP_418467.1,biological_process,NC_000913.3,DNA-binding transcriptional repressor LexA,False,4622,8
3103,NP_414726.1,molecular_function,NC_000913.3,DNA polymerase III subunit alpha,False,4854,5
3412,XPK43596.1,biological_process,PQ850631,DNA polymerase,True,4854,5
3411,NP_414726.1,biological_process,NC_000913.3,DNA polymerase III subunit alpha,False,4854,5
3410,XPK41410.1,biological_process,PQ850608,DNA polymerase,True,4854,5
2950,NP_414726.1,molecular_function,NC_000913.3,DNA polymerase III subunit alpha,False,4854,5
3408,XPK41149.1,biological_process,PQ850605,DNA polymerase,True,4854,5
5836,XPK42372.1,biological_process,PQ850618,DNA polymerase,True,4854,5
5837,XPK41410.1,biological_process,PQ850608,DNA polymerase,True,4854,5
3409,XPK42372.1,biological_process,PQ850618,DNA polymerase,True,4854,5
5839,XPK43596.1,biological_process,PQ850631,DNA polymerase,True,4854,5
5835,XPK41149.1,biological_process,PQ850605,DNA polymerase,True,4854,5
5838,NP_414726.1,biological_process,NC_000913.3,DNA polymerase III subunit alpha,False,4854,5
331,YP_006485.1,molecular_function,NC_005856.1,single strand DNA binding protein,True,4960,23
332,XPK43532.1,molecular_function,PQ850630,single strand DNA binding protein,True,4960,23
333,XPK40682.1,molecular_function,PQ850598,single strand DNA binding protein,True,4960,23
334,XPK41770.1,molecular_function,PQ850612,single strand DNA binding protein,True,4960,23
5689,YP_006485.1,biological_process,NC_005856.1,single strand DNA binding protein,True,4960,23
5690,XPK43532.1,biological_process,PQ850630,single strand DNA binding protein,True,4960,23
5691,XPK40682.1,biological_process,PQ850598,single strand DNA binding protein,True,4960,23
5692,XPK41770.1,biological_process,PQ850612,single strand DNA binding protein,True,4960,23
339,XPK41248.1,molecular_function,PQ850606,single strand DNA binding protein,True,4960,23
5695,XPK43012.1,biological_process,PQ850625,single strand DNA binding protein,True,4960,23
5696,NP_418483.1,biological_process,NC_000913.3,ssDNA-binding protein,False,4960,23
5697,XPK41248.1,biological_process,PQ850606,single strand DNA binding protein,True,4960,23
5698,XPK40735.1,biological_process,PQ850599,single strand DNA binding protein,True,4960,23
335,XPK40591.1,molecular_function,PQ850597,single strand DNA binding protein,True,4960,23
336,XPK43435.1,molecular_function,PQ850629,single strand DNA binding protein,True,4960,23
337,XPK43012.1,molecular_function,PQ850625,single strand DNA binding protein,True,4960,23
338,NP_418483.1,molecular_function,NC_000913.3,ssDNA-binding protein,False,4960,23
341,XPK40735.1,molecular_function,PQ850599,single strand DNA binding protein,True,4960,23
5694,XPK43435.1,biological_process,PQ850629,single strand DNA binding protein,True,4960,23
5693,XPK40591.1,biological_process,PQ850597,single strand DNA binding protein,True,4960,23
2150,XPK40220.1,biological_process,PQ850593,DNA polymerase exonuclease subunit,True,4972,14
2147,XPK43310.1,biological_process,PQ850628,DNA polymerase exonuclease subunit,True,4972,14
10067,XPK40220.1,molecular_function,PQ850593,DNA polymerase exonuclease subunit,True,4972,14
2153,XPK42282.1,biological_process,PQ850617,DNA polymerase exonuclease subunit,True,4972,14
10071,XPK43105.1,molecular_function,PQ850626,DNA polymerase exonuclease subunit,True,4972,14
2152,XPK41604.1,biological_process,PQ850610,DNA polymerase exonuclease subunit,True,4972,14
2151,XPK43105.1,biological_process,PQ850626,DNA polymerase exonuclease subunit,True,4972,14
10080,XPK41604.1,molecular_function,PQ850610,DNA polymerase exonuclease subunit,True,4972,14
10081,XPK42282.1,molecular_function,PQ850617,DNA polymerase exonuclease subunit,True,4972,14
10096,NP_418586.4,molecular_function,NC_000913.3,oligoribonuclease,False,4972,14
9978,XPK41892.1,molecular_function,PQ850613,DNA polymerase exonuclease subunit,True,4972,14
9960,NP_416169.1,molecular_function,NC_000913.3,ribonuclease T,False,4972,14
8751,NP_418586.4,molecular_function,NC_000913.3,oligoribonuclease,False,4972,14
10036,XPK41338.1,molecular_function,PQ850607,exonuclease,True,4972,14
10033,XPK43310.1,molecular_function,PQ850628,DNA polymerase exonuclease subunit,True,4972,14
9959,XPK40733.1,molecular_function,PQ850599,exonuclease protein,True,4972,14
2142,XPK41892.1,biological_process,PQ850613,DNA polymerase exonuclease subunit,True,4972,14
3926,NP_416169.1,biological_process,NC_000913.3,ribonuclease T,False,4972,14
2144,XPK42014.1,biological_process,PQ850614,DNA polymerase exonuclease subunit,True,4972,14
10009,XPK41787.1,molecular_function,PQ850612,exonuclease,True,4972,14
10023,XPK42726.1,molecular_function,PQ850622,DNA polymerase exonuclease subunit,True,4972,14
10022,XPK40330.1,molecular_function,PQ850594,DNA polymerase exonuclease subunit,True,4972,14
2145,XPK40330.1,biological_process,PQ850594,DNA polymerase exonuclease subunit,True,4972,14
2146,XPK42726.1,biological_process,PQ850622,DNA polymerase exonuclease subunit,True,4972,14
10018,XPK42014.1,molecular_function,PQ850614,DNA polymerase exonuclease subunit,True,4972,14
6523,NP_418713.1,biological_process,NC_000913.3,RNA polymerase sigma factor FecI,False,5205,11
6525,XPK41575.1,biological_process,PQ850610,RNA polymerase sigma factor,True,5205,11
6521,XPK40287.1,biological_process,PQ850594,RNA polymerase sigma factor,True,5205,11
4712,NP_417068.1,biological_process,NC_000913.3,RNA polymerase sigma factor RpoE,False,5205,11
6526,XPK42250.1,biological_process,PQ850617,RNA polymerase sigma factor,True,5205,11
4709,NP_418713.1,biological_process,NC_000913.3,RNA polymerase sigma factor FecI,False,5205,11
6511,NP_417068.1,biological_process,NC_000913.3,RNA polymerase sigma factor RpoE,False,5205,11
6527,XPK43271.1,biological_process,PQ850628,RNA polymerase sigma factor,True,5205,11
6534,XPK42687.1,biological_process,PQ850622,RNA polymerase sigma factor,True,5205,11
6529,XPK43063.1,biological_process,PQ850626,RNA polymerase sigma factor,True,5205,11
616,NP_418713.1,biological_process,NC_000913.3,RNA polymerase sigma factor FecI,False,5205,11
617,NP_417068.1,biological_process,NC_000913.3,RNA polymerase sigma factor RpoE,False,5205,11
6922,NP_417068.1,biological_process,NC_000913.3,RNA polymerase sigma factor RpoE,False,5205,11
6920,NP_417068.1,biological_process,NC_000913.3,RNA polymerase sigma factor RpoE,False,5205,11
6528,XPK41975.1,biological_process,PQ850614,RNA polymerase sigma factor,True,5205,11
6917,NP_418713.1,biological_process,NC_000913.3,RNA polymerase sigma factor FecI,False,5205,11
6509,NP_418713.1,biological_process,NC_000913.3,RNA polymerase sigma factor FecI,False,5205,11
6531,NP_417068.1,biological_process,NC_000913.3,RNA polymerase sigma factor RpoE,False,5205,11
6532,XPK40190.1,biological_process,PQ850593,RNA polymerase sigma factor,True,5205,11
5316,QXV82808.1,biological_process,MZ501094,DNA helicase,True,5295,67
5317,QXV79854.1,biological_process,MZ501073,DNA helicase,True,5295,67
5314,QXV82588.1,biological_process,MZ501093,DNA helicase,True,5295,67
5318,QXV80967.1,biological_process,MZ501082,DNA helicase,True,5295,67
5320,QXV76634.1,biological_process,MZ501054,DNA helicase,True,5295,67
5321,QXV77970.1,biological_process,MZ501062,DNA helicase,True,5295,67
5310,QXV77535.1,biological_process,MZ501060,DNA helicase,True,5295,67
5311,QXV77761.1,biological_process,MZ501061,DNA helicase,True,5295,67
5319,QXV81190.1,biological_process,MZ501083,DNA helicase,True,5295,67
3759,NP_418258.1,biological_process,NC_000913.3,DNA helicase II,False,5295,67
5312,QXV84147.1,biological_process,MZ501102,DNA helicase,True,5295,67
3758,YP_026251.1,biological_process,NC_000913.3,ATP-dependent DNA helicase Rep,False,5295,67
5313,QXV85578.1,biological_process,MZ501111,DNA helicase,True,5295,67
5315,QXV75617.1,biological_process,MZ501048,DNA helicase,True,5295,67
6867,YP_026251.1,molecular_function,NC_000913.3,ATP-dependent DNA helicase Rep,False,5295,67
218,QXV85044.1,molecular_function,MZ501107,DNA helicase,True,5295,67
208,XPK40988.1,molecular_function,PQ850603,DNA helicase,True,5295,67
209,XPK41686.1,molecular_function,PQ850611,DNA helicase,True,5295,67
210,XPK42370.1,molecular_function,PQ850618,DNA helicase,True,5295,67
211,XPK42110.1,molecular_function,PQ850615,DNA helicase,True,5295,67
212,XPK42911.1,molecular_function,PQ850624,DNA helicase,True,5295,67
213,XPK41074.1,molecular_function,PQ850604,DNA helicase,True,5295,67
214,XPK41408.1,molecular_function,PQ850608,DNA helicase,True,5295,67
215,XPK41147.1,molecular_function,PQ850605,DNA helicase,True,5295,67
217,QXV83003.1,molecular_function,MZ501095,DNA helicase,True,5295,67
130,QXV78209.1,molecular_function,MZ501063,UvrD / Rep family helicase,True,5295,67
219,QXV79485.1,molecular_function,MZ501070,DNA helicase,True,5295,67
207,QXV81953.1,molecular_function,MZ501088,DNA helicase,True,5295,67
220,XPK43698.1,molecular_function,PQ850632,DNA helicase,True,5295,67
222,XPK43198.1,molecular_function,PQ850627,DNA helicase,True,5295,67
223,XPK42477.1,molecular_function,PQ850619,DNA helicase,True,5295,67
224,XPK40478.1,molecular_function,PQ850596,DNA helicase,True,5295,67
225,XPK43594.1,molecular_function,PQ850631,DNA helicase,True,5295,67
226,QXV83340.1,molecular_function,MZ501097,DNA helicase,True,5295,67
6876,NP_418258.1,molecular_function,NC_000913.3,DNA helicase II,False,5295,67
6875,QXV78209.1,molecular_function,MZ501063,UvrD / Rep family helicase,True,5295,67
6874,YP_026251.1,molecular_function,NC_000913.3,ATP-dependent DNA helicase Rep,False,5295,67
6869,NP_418258.1,molecular_function,NC_000913.3,DNA helicase II,False,5295,67
6868,QXV78209.1,molecular_function,MZ501063,UvrD / Rep family helicase,True,5295,67
129,YP_026251.1,molecular_function,NC_000913.3,ATP-dependent DNA helicase Rep,False,5295,67
221,XPK42612.1,molecular_function,PQ850621,DNA helicase,True,5295,67
131,NP_418258.1,molecular_function,NC_000913.3,DNA helicase II,False,5295,67
8890,QXV75232.1,molecular_function,MZ501047,endolysin protein e,True,5398,62
8892,QXV83365.1,molecular_function,MZ501097,endolysin,True,5398,62
8891,QXV77418.1,molecular_function,MZ501059,endolysin,True,5398,62
8893,XPK41102.1,molecular_function,PQ850604,endolysin,True,5398,62
1803,XPK42234.1,biological_process,PQ850617,endolysin,True,5398,62
8895,QXV78337.1,molecular_function,MZ501063,endolysin,True,5398,62
991,QXV76447.1,biological_process,MZ501052,endolysin protein e,True,5398,62
992,QXV84969.1,biological_process,MZ501106,endolysin protein e,True,5398,62
993,QXV86078.1,biological_process,MZ501113,endolysin protein e,True,5398,62
994,AXN58158.1,biological_process,MH550421.1,lysozyme murein hydrolase,True,5398,62
995,QXV75514.1,biological_process,MZ501046,endolysin protein e,True,5398,62
996,QXV83267.1,biological_process,MZ501096,endolysin protein e,True,5398,62
8921,XPK42649.1,molecular_function,PQ850621,endolysin,True,5398,62
8920,QXV77065.1,molecular_function,MZ501056,endolysin protein e,True,5398,62
8918,QXV80722.1,molecular_function,MZ501079,endolysin,True,5398,62
8889,XPK43235.1,molecular_function,PQ850627,endolysin,True,5398,62
8916,QXV76185.1,molecular_function,MZ501051,endolysin,True,5398,62
8913,XPK41834.1,molecular_function,PQ850613,endolysin,True,5398,62
8912,YP_006484.1,molecular_function,NC_005856.1,endolysin,True,5398,62
8911,QXV83267.1,molecular_function,MZ501096,endolysin protein e,True,5398,62
8910,QXV75514.1,molecular_function,MZ501046,endolysin protein e,True,5398,62
8909,XPK42940.1,molecular_function,PQ850624,endolysin,True,5398,62
8908,XPK40271.1,molecular_function,PQ850594,endolysin,True,5398,62
8907,XPK42671.1,molecular_function,PQ850622,endolysin,True,5398,62
8906,QXV82301.1,molecular_function,MZ501090,endolysin,True,5398,62
8905,XPK40173.1,molecular_function,PQ850593,endolysin,True,5398,62
8904,AXN58158.1,molecular_function,MH550421.1,lysozyme murein hydrolase,True,5398,62
8903,QXV86078.1,molecular_function,MZ501113,endolysin protein e,True,5398,62
8902,QXV84969.1,molecular_function,MZ501106,endolysin protein e,True,5398,62
8901,QXV76447.1,molecular_function,MZ501052,endolysin protein e,True,5398,62
8900,QXV76094.1,molecular_function,MZ501050,endolysin protein e,True,5398,62
8899,QXV78954.1,molecular_function,MZ501066,endolysin protein e,True,5398,62
1802,XPK41559.1,biological_process,PQ850610,endolysin,True,5398,62
8897,QXV82215.1,molecular_function,MZ501089,endolysin protein e,True,5398,62
8896,QXV78674.1,molecular_function,MZ501065,endolysin protein e,True,5398,62
8894,XPK43256.1,molecular_function,PQ850628,endolysin,True,5398,62
8917,QXV80580.1,molecular_function,MZ501077,endolysin,True,5398,62
10768,QXV84041.1,biological_process,MZ501101,endolysin,True,5398,62
8883,NP_415087.1,molecular_function,NC_000913.3,lysozyme,False,5398,62
10787,QXV80722.1,biological_process,MZ501079,endolysin,True,5398,62
